tenure,monthly_charges,total_charges,num_products,support_tickets,login_frequency,contract_type,payment_method,senior_citizen,tech_support,online_backup,churn
62,63.66,3540.61,2,1,2,One year,Bank transfer,0,No,No,0
26,78.01,1917.41,2,1,22,One year,Bank transfer,0,No,No,1
66,71.67,4273.25,2,0,10,One year,Bank transfer,1,No,Yes,0
40,95.88,3345.35,1,1,9,Month-to-month,Credit card,0,No,No,0
17,48.25,770.6,2,2,17,Two year,Bank transfer,0,Yes,Yes,0
1,55.31,53.77,4,1,3,One year,Electronic check,1,No,Yes,1
61,109.41,6055.45,2,1,27,Month-to-month,Mailed check,0,Yes,No,0
43,114.65,4288.27,1,1,12,Two year,Credit card,1,Yes,No,0
42,109.26,4035.97,2,2,29,One year,Electronic check,0,No,Yes,0
25,61.94,1371.39,2,0,28,One year,Bank transfer,0,Yes,Yes,0
39,98.04,3422.03,3,0,5,Month-to-month,Credit card,0,No,No,0
35,67.63,2240.22,2,0,26,Month-to-month,Bank transfer,0,No,Yes,1
3,69.75,196.72,1,2,20,Two year,Credit card,0,Yes,No,0
44,40.47,1699.5,1,1,12,One year,Bank transfer,0,No,No,0
51,79.11,3648.8,3,2,24,One year,Electronic check,1,No,Yes,0
12,38.61,451.09,1,0,25,One year,Credit card,0,No,Yes,0
19,53.16,889.45,3,1,19,Two year,Electronic check,0,No,No,0
44,105.5,4272.29,1,2,4,Month-to-month,Mailed check,0,Yes,No,1
59,40.71,2330.17,2,3,19,One year,Electronic check,0,No,Yes,0
49,27.12,1165.46,2,3,13,Month-to-month,Electronic check,0,No,Yes,0
61,26.9,1421.81,4,2,12,One year,Mailed check,0,No,Yes,0
17,114.08,1905.52,4,0,13,One year,Mailed check,0,Yes,Yes,0
57,70.69,3632.2,1,1,7,Month-to-month,Bank transfer,0,Yes,No,0
55,60.94,3192.76,2,3,15,One year,Credit card,0,No,No,0
47,101.09,4056.61,1,2,12,Month-to-month,Electronic check,0,No,No,0
12,103.58,1185.17,2,0,23,Month-to-month,Electronic check,0,No,No,1
62,53.22,2961.15,2,2,14,Month-to-month,Bank transfer,0,No,Yes,0
8,89.36,613.63,4,4,18,Month-to-month,Bank transfer,0,No,Yes,0
21,97.11,1919.95,4,3,0,Month-to-month,Credit card,0,No,No,0
70,85.47,5301.57,2,1,21,Month-to-month,Electronic check,0,Yes,No,1
72,35.16,2298.67,2,3,1,One year,Credit card,0,No,No,0
25,107.59,2318.8,3,0,17,One year,Mailed check,1,Yes,No,0
12,73.91,773.46,3,3,18,One year,Bank transfer,1,Yes,No,0
15,48.25,647.54,1,1,7,Month-to-month,Electronic check,0,No,Yes,0
59,62.52,3185.04,2,1,2,Two year,Mailed check,1,Yes,No,1
26,23.76,609.5,2,4,22,One year,Electronic check,0,No,No,0
26,32.79,725.43,1,2,25,Month-to-month,Electronic check,0,Yes,No,1
47,96.55,4186.53,1,5,13,Two year,Mailed check,0,Yes,No,0
32,20.0,555.83,1,3,25,Month-to-month,Credit card,0,No,No,1
10,61.66,552.57,2,2,8,One year,Bank transfer,0,No,No,0
16,72.25,1143.18,1,0,28,Month-to-month,Bank transfer,0,No,No,1
71,25.46,1580.35,1,2,7,Month-to-month,Mailed check,0,No,No,0
17,117.31,1984.05,1,2,16,Two year,Mailed check,0,Yes,No,0
23,42.61,863.28,3,1,22,Month-to-month,Credit card,0,No,No,1
26,50.42,1260.1,3,3,22,Month-to-month,Bank transfer,0,Yes,Yes,1
7,50.39,328.74,2,1,23,Two year,Electronic check,1,No,No,0
14,43.04,592.12,2,0,15,Two year,Electronic check,0,No,No,0
7,20.15,131.61,4,3,9,One year,Bank transfer,0,No,No,0
9,92.93,777.98,1,4,20,Month-to-month,Mailed check,0,No,Yes,0
48,116.68,4924.75,1,1,9,Month-to-month,Electronic check,0,Yes,No,1
72,42.43,2672.89,1,1,24,One year,Credit card,0,No,Yes,0
59,86.3,5027.92,1,3,24,Month-to-month,Bank transfer,0,Yes,No,1
39,94.19,3303.04,2,0,23,Month-to-month,Bank transfer,0,Yes,Yes,0
18,104.84,1709.38,4,1,5,One year,Electronic check,0,No,No,0
59,62.26,3541.0,2,5,21,Month-to-month,Mailed check,0,Yes,Yes,0
17,50.29,770.14,2,0,16,Month-to-month,Credit card,0,Yes,Yes,1
14,52.53,730.13,4,2,28,Month-to-month,Credit card,0,No,No,1
31,91.26,2717.85,1,0,15,Month-to-month,Electronic check,0,No,Yes,0
24,101.68,2292.96,1,1,14,Month-to-month,Electronic check,0,Yes,No,0
60,38.16,2248.69,2,4,21,Month-to-month,Mailed check,1,No,No,1
45,57.09,2202.81,2,4,13,Month-to-month,Mailed check,0,No,No,1
3,110.19,293.73,1,0,3,One year,Bank transfer,0,No,Yes,0
37,100.67,3425.9,2,7,3,Two year,Credit card,0,No,No,0
43,118.49,4504.28,2,2,29,Month-to-month,Mailed check,0,No,Yes,0
40,95.42,3670.18,3,2,1,One year,Electronic check,0,No,No,0
55,59.32,3223.06,2,1,28,Month-to-month,Credit card,0,No,No,0
39,79.06,2816.83,2,3,10,Month-to-month,Electronic check,0,Yes,Yes,1
15,86.1,1164.05,1,0,29,Month-to-month,Credit card,0,No,Yes,0
4,27.85,110.76,2,1,3,One year,Bank transfer,0,No,Yes,1
25,74.45,1706.26,1,0,20,One year,Credit card,1,No,No,0
13,90.93,1091.49,4,1,28,One year,Electronic check,0,Yes,Yes,0
33,36.73,1094.21,2,0,27,Month-to-month,Electronic check,0,No,No,0
16,98.06,1547.67,2,0,20,Month-to-month,Mailed check,0,No,No,0
42,78.38,3079.11,3,0,15,One year,Mailed check,0,No,No,0
66,115.22,7333.24,2,3,20,Month-to-month,Electronic check,0,No,No,0
55,24.24,1295.57,2,1,3,One year,Credit card,0,No,Yes,0
42,46.53,1761.33,3,2,0,One year,Credit card,1,Yes,No,0
34,80.16,2493.93,3,1,29,One year,Bank transfer,0,No,No,0
30,49.66,1455.94,3,1,25,Two year,Electronic check,0,No,No,0
13,91.44,1075.18,1,1,23,Two year,Bank transfer,0,Yes,Yes,0
13,95.9,1208.16,2,1,18,One year,Bank transfer,0,Yes,Yes,0
18,30.25,539.68,3,1,1,One year,Mailed check,0,No,Yes,1
32,71.39,2155.36,1,5,8,Month-to-month,Credit card,0,No,Yes,0
39,70.89,2657.56,1,0,22,Two year,Electronic check,0,No,Yes,0
46,56.93,2542.22,3,1,24,Month-to-month,Electronic check,0,Yes,No,0
29,113.29,3209.04,1,1,12,Month-to-month,Electronic check,0,Yes,No,0
62,102.75,5792.43,3,2,17,Month-to-month,Bank transfer,0,Yes,No,0
62,89.72,4771.02,2,1,15,Month-to-month,Bank transfer,0,No,No,0
57,91.43,4743.94,2,1,15,One year,Electronic check,1,No,Yes,0
16,66.17,1006.91,1,3,24,One year,Electronic check,0,No,No,0
56,112.1,5760.03,3,1,9,Month-to-month,Electronic check,0,No,No,0
10,89.46,860.91,2,0,8,Month-to-month,Electronic check,0,Yes,No,1
30,92.9,2518.19,2,1,10,Two year,Mailed check,0,Yes,No,0
25,106.17,2508.83,3,1,24,One year,Electronic check,0,Yes,Yes,0
5,47.41,208.12,3,3,25,Two year,Electronic check,1,Yes,No,0
65,100.71,6300.05,4,1,28,Month-to-month,Credit card,0,Yes,Yes,0
49,39.52,1804.52,2,2,25,One year,Mailed check,0,No,Yes,0
3,54.53,144.06,2,2,3,Month-to-month,Bank transfer,0,No,Yes,1
45,53.56,2154.2,4,0,9,Month-to-month,Electronic check,0,No,No,1
14,117.85,1587.68,2,2,2,Month-to-month,Mailed check,0,No,Yes,0
30,105.65,2923.52,1,0,5,Month-to-month,Mailed check,1,No,No,0
68,90.12,5407.52,1,0,2,Month-to-month,Electronic check,0,No,Yes,1
18,92.71,1660.59,3,1,26,Two year,Electronic check,1,Yes,No,0
62,76.21,4523.11,2,2,8,Month-to-month,Credit card,0,No,No,1
37,114.71,4216.98,3,3,2,Month-to-month,Credit card,0,Yes,Yes,0
25,69.63,1591.16,2,2,17,Month-to-month,Electronic check,0,Yes,Yes,1
48,58.05,2567.01,1,1,7,Month-to-month,Electronic check,0,Yes,No,0
65,36.3,2323.38,2,1,21,One year,Credit card,1,No,Yes,1
53,98.62,4854.48,1,2,7,Month-to-month,Electronic check,0,No,No,0
15,93.44,1340.06,2,0,14,One year,Bank transfer,1,No,No,0
49,58.44,2542.34,2,2,12,Month-to-month,Credit card,0,No,Yes,1
68,22.52,1404.27,2,3,6,One year,Credit card,0,No,Yes,0
12,103.9,1082.87,3,2,18,One year,Mailed check,1,No,No,0
59,21.14,1098.71,3,2,7,Two year,Electronic check,0,No,Yes,0
37,90.37,2842.61,3,0,9,Two year,Electronic check,0,No,Yes,0
61,117.03,6110.05,1,0,16,One year,Credit card,0,Yes,Yes,0
43,63.77,2732.77,1,2,0,Month-to-month,Credit card,1,Yes,Yes,0
70,43.5,2698.95,2,0,12,One year,Bank transfer,0,No,Yes,0
39,90.49,3350.88,4,5,28,One year,Bank transfer,0,Yes,No,0
56,101.71,5558.29,3,0,25,Two year,Bank transfer,0,No,No,0
63,74.64,4385.38,3,0,12,Month-to-month,Bank transfer,0,No,No,0
46,116.7,4686.29,2,2,23,Month-to-month,Credit card,0,No,Yes,0
11,25.17,265.58,2,2,15,One year,Bank transfer,0,Yes,Yes,0
62,70.48,4107.74,2,0,28,Month-to-month,Mailed check,0,No,No,1
25,91.85,2203.68,1,1,8,Month-to-month,Electronic check,0,No,No,1
71,106.26,7283.89,1,2,9,Month-to-month,Bank transfer,0,No,Yes,0
52,37.93,1965.09,4,2,5,One year,Mailed check,0,No,Yes,0
4,100.0,374.41,1,2,4,Two year,Electronic check,0,No,No,1
59,75.27,4002.37,1,1,1,Month-to-month,Credit card,0,No,No,1
72,59.66,4069.02,1,4,10,Month-to-month,Bank transfer,0,Yes,Yes,0
20,33.17,570.7,4,4,8,Month-to-month,Credit card,0,No,No,1
63,106.53,6608.1,2,0,5,Month-to-month,Electronic check,0,Yes,No,0
54,35.73,1674.56,3,1,7,One year,Bank transfer,1,Yes,No,0
57,50.98,2612.88,4,0,8,One year,Electronic check,0,Yes,No,0
41,49.0,1953.47,2,1,8,Month-to-month,Credit card,0,No,Yes,0
3,107.14,302.01,2,2,7,One year,Electronic check,0,Yes,No,0
6,87.27,475.99,1,3,11,One year,Bank transfer,0,Yes,No,0
5,99.67,458.99,1,0,25,Month-to-month,Bank transfer,1,No,No,0
5,45.05,220.34,3,1,7,Month-to-month,Mailed check,0,No,No,1
54,82.49,4013.47,3,4,2,Two year,Credit card,0,Yes,No,0
47,77.17,3556.07,2,2,12,Month-to-month,Credit card,0,No,Yes,0
49,103.28,4368.52,2,2,18,One year,Electronic check,0,No,Yes,0
9,110.61,962.16,2,4,1,Month-to-month,Electronic check,0,Yes,No,0
20,21.22,414.69,1,1,16,One year,Electronic check,1,No,Yes,0
61,87.4,4677.09,1,2,15,One year,Electronic check,0,No,Yes,0
35,25.18,805.99,1,2,3,One year,Credit card,0,No,Yes,0
50,74.89,3275.78,1,3,17,Two year,Credit card,0,No,No,0
62,48.76,2890.07,3,0,13,Two year,Electronic check,0,No,Yes,0
17,50.68,801.51,1,1,29,One year,Mailed check,0,Yes,No,0
3,55.3,156.83,1,1,1,Month-to-month,Mailed check,1,No,Yes,0
32,82.13,2311.4,2,2,12,Month-to-month,Electronic check,0,Yes,Yes,1
13,53.4,612.12,3,0,26,One year,Mailed check,1,No,Yes,0
68,93.27,5430.48,1,2,26,One year,Electronic check,0,Yes,Yes,0
14,60.45,760.24,1,2,20,Month-to-month,Mailed check,0,No,No,0
11,26.84,275.74,2,1,19,Month-to-month,Bank transfer,0,Yes,No,0
56,98.38,5391.88,3,2,16,One year,Bank transfer,0,No,No,0
67,48.58,3092.24,2,2,30,Month-to-month,Electronic check,0,No,Yes,0
29,63.28,1679.7,3,1,14,Month-to-month,Credit card,0,No,No,1
9,88.54,791.26,4,2,24,One year,Bank transfer,0,No,Yes,0
67,53.25,3417.5,3,1,29,One year,Credit card,0,No,Yes,0
25,25.66,634.78,2,2,19,Month-to-month,Mailed check,0,Yes,No,0
42,57.39,2239.58,2,0,4,Month-to-month,Credit card,0,Yes,No,0
9,114.44,915.47,1,0,6,Month-to-month,Credit card,0,No,Yes,1
40,84.17,2888.46,4,0,17,Month-to-month,Mailed check,0,No,Yes,1
25,87.15,2089.23,2,0,23,One year,Mailed check,0,Yes,No,0
5,83.23,361.3,1,1,10,One year,Credit card,0,Yes,Yes,0
11,39.9,393.0,3,3,17,Month-to-month,Bank transfer,0,Yes,No,1
59,61.83,3392.14,1,1,26,Month-to-month,Credit card,0,No,No,0
38,95.09,3377.33,2,2,25,Month-to-month,Bank transfer,0,Yes,No,0
72,30.14,2040.07,2,0,4,Two year,Bank transfer,0,No,Yes,0
5,47.79,209.07,2,1,12,Month-to-month,Electronic check,0,Yes,No,1
48,47.63,2073.53,3,2,27,Two year,Electronic check,0,Yes,Yes,0
18,63.2,1072.28,1,0,17,Two year,Credit card,0,Yes,Yes,0
70,118.04,8225.39,2,2,1,One year,Electronic check,0,No,No,0
37,26.75,949.31,2,2,19,One year,Electronic check,0,No,Yes,0
60,71.87,4262.14,3,0,3,Month-to-month,Bank transfer,0,Yes,Yes,0
48,37.94,1756.16,3,1,12,One year,Bank transfer,0,No,No,0
28,117.07,3077.21,2,2,23,Month-to-month,Electronic check,0,Yes,No,1
69,31.33,1899.77,2,3,28,Two year,Electronic check,1,No,Yes,0
40,60.36,2293.69,1,2,15,Month-to-month,Mailed check,0,No,Yes,0
45,93.79,3982.12,4,1,5,One year,Electronic check,1,Yes,Yes,0
62,90.46,5274.09,2,0,25,Month-to-month,Bank transfer,0,No,Yes,1
58,62.27,3335.25,3,0,7,Two year,Electronic check,0,No,No,0
67,54.65,3402.67,1,2,15,Month-to-month,Credit card,0,Yes,No,0
56,59.76,3012.46,1,1,12,One year,Credit card,0,No,No,0
40,46.43,1723.29,2,1,22,Month-to-month,Bank transfer,0,Yes,Yes,1
40,40.53,1426.06,3,1,28,Month-to-month,Electronic check,0,No,Yes,1
33,68.3,2188.03,2,1,25,One year,Mailed check,1,Yes,Yes,0
6,46.85,246.77,4,1,3,Two year,Mailed check,0,No,Yes,0
19,48.75,799.12,2,0,1,Month-to-month,Electronic check,1,Yes,Yes,0
40,85.68,3137.39,2,3,30,Two year,Credit card,0,Yes,Yes,0
59,116.85,6540.8,1,2,8,One year,Mailed check,0,Yes,Yes,0
59,80.36,4341.35,3,2,17,Two year,Credit card,0,Yes,No,0
48,27.7,1185.36,1,1,16,Month-to-month,Electronic check,0,No,No,1
41,27.56,1055.07,3,0,7,Month-to-month,Electronic check,0,Yes,No,0
13,115.14,1350.21,4,2,25,Two year,Credit card,1,No,Yes,0
45,49.73,2215.32,4,2,14,Month-to-month,Bank transfer,0,Yes,No,0
53,29.21,1530.17,2,2,8,One year,Mailed check,0,No,No,0
42,79.9,3105.31,3,3,16,Month-to-month,Mailed check,0,No,Yes,0
63,82.36,4665.57,3,3,22,Month-to-month,Electronic check,0,No,No,0
27,84.85,2200.62,1,1,1,One year,Bank transfer,0,No,No,1
38,46.74,1519.48,2,0,5,One year,Electronic check,0,No,No,1
60,21.51,1188.92,1,0,28,One year,Bank transfer,0,No,Yes,0
7,116.5,734.32,2,4,26,Month-to-month,Bank transfer,0,Yes,No,1
5,45.09,222.76,1,2,4,Month-to-month,Credit card,0,No,No,1
45,87.6,3357.8,1,2,16,Month-to-month,Mailed check,0,No,Yes,1
58,90.66,4905.57,2,2,1,Month-to-month,Electronic check,0,Yes,No,0
31,81.0,2413.32,2,1,17,Two year,Bank transfer,0,No,No,0
23,51.29,1088.54,2,0,9,One year,Electronic check,0,Yes,Yes,0
42,47.11,1707.17,1,4,9,Month-to-month,Electronic check,1,No,No,1
10,79.77,794.4,2,3,5,Two year,Electronic check,1,No,No,0
32,106.61,3164.87,1,4,26,Month-to-month,Mailed check,0,No,Yes,0
53,114.67,5725.79,2,2,11,One year,Electronic check,1,No,Yes,1
30,30.59,812.62,2,2,16,Month-to-month,Mailed check,0,No,No,0
39,35.48,1276.52,2,1,26,One year,Credit card,0,No,No,0
31,114.47,3244.71,3,2,12,Month-to-month,Bank transfer,0,No,Yes,0
2,93.65,161.31,2,1,19,Month-to-month,Electronic check,1,Yes,Yes,1
12,108.3,1125.35,3,4,27,Month-to-month,Electronic check,0,No,No,1
39,40.26,1531.86,2,2,15,Month-to-month,Bank transfer,1,No,No,0
66,78.76,4605.43,2,4,9,Month-to-month,Credit card,1,Yes,Yes,0
13,90.11,1029.97,2,1,26,Month-to-month,Electronic check,0,Yes,No,1
46,88.01,3747.81,1,1,20,Month-to-month,Credit card,0,No,Yes,0
27,60.82,1585.18,3,0,1,One year,Bank transfer,0,No,Yes,0
17,21.54,314.66,2,0,1,Month-to-month,Mailed check,0,No,No,1
60,78.29,4399.21,2,0,30,One year,Credit card,0,Yes,Yes,0
64,45.31,2516.72,1,3,22,Month-to-month,Bank transfer,0,Yes,No,0
35,65.03,1947.09,1,2,6,Two year,Credit card,0,No,Yes,0
70,115.76,6951.83,4,2,5,Two year,Mailed check,0,Yes,No,0
30,59.9,1752.3,3,2,0,Month-to-month,Bank transfer,0,Yes,Yes,1
71,103.98,6405.83,1,0,11,One year,Bank transfer,0,Yes,Yes,0
63,38.85,2096.99,2,0,12,Month-to-month,Electronic check,0,Yes,No,1
28,87.25,2237.02,2,1,11,Two year,Bank transfer,0,Yes,No,0
60,117.7,6896.74,3,1,18,One year,Electronic check,0,Yes,No,0
37,30.19,993.44,1,2,8,Month-to-month,Electronic check,1,Yes,No,0
22,20.83,418.51,1,1,9,Month-to-month,Mailed check,0,No,No,0
68,63.36,3688.01,3,1,16,Month-to-month,Bank transfer,0,Yes,No,0
20,29.26,536.84,1,0,17,Month-to-month,Credit card,1,No,No,0
68,94.84,6040.52,1,3,7,One year,Mailed check,0,No,No,0
64,111.45,6673.7,4,2,6,Month-to-month,Bank transfer,0,No,No,0
17,63.4,969.87,2,3,8,Month-to-month,Electronic check,0,Yes,No,0
12,45.87,493.93,1,2,9,Month-to-month,Credit card,0,No,Yes,0
22,63.44,1208.65,1,1,11,Month-to-month,Bank transfer,1,Yes,No,0
17,92.34,1420.68,1,1,14,Month-to-month,Bank transfer,0,Yes,Yes,0
10,20.91,180.86,1,3,30,Two year,Bank transfer,0,No,Yes,0
65,78.95,4952.08,3,3,14,Month-to-month,Electronic check,1,No,Yes,0
22,81.33,1780.21,2,0,27,One year,Mailed check,0,No,No,0
50,83.77,4169.7,3,2,3,Month-to-month,Credit card,0,No,No,0
14,44.2,606.28,4,2,3,Month-to-month,Electronic check,0,No,No,0
64,91.41,5499.92,2,0,22,One year,Bank transfer,0,Yes,Yes,0
47,29.14,1308.13,1,2,0,Month-to-month,Credit card,0,Yes,No,1
29,39.93,1033.81,2,3,25,Month-to-month,Electronic check,0,No,No,1
36,107.75,3664.16,4,1,11,One year,Credit card,0,No,Yes,0
52,93.87,4482.67,3,2,24,Month-to-month,Credit card,0,Yes,Yes,0
7,21.37,137.97,1,3,1,Month-to-month,Bank transfer,0,No,Yes,0
29,44.84,1253.11,3,2,14,One year,Electronic check,0,Yes,No,0
11,41.44,406.74,2,1,16,One year,Electronic check,0,No,No,0
33,47.08,1394.71,4,1,6,Month-to-month,Electronic check,0,No,No,0
6,44.76,265.52,1,2,5,Month-to-month,Credit card,1,No,No,1
32,26.25,721.08,2,3,11,Month-to-month,Credit card,0,Yes,Yes,0
51,65.89,3101.12,3,1,18,Month-to-month,Bank transfer,0,No,No,0
58,93.27,5338.9,2,2,0,One year,Mailed check,0,No,Yes,1
26,80.67,1974.84,2,2,27,Two year,Electronic check,0,Yes,Yes,0
46,87.29,3742.14,1,2,20,Two year,Bank transfer,0,Yes,No,0
29,28.11,723.45,1,3,25,Month-to-month,Bank transfer,0,No,No,1
4,115.15,415.23,2,2,13,Month-to-month,Credit card,0,No,No,0
13,103.85,1320.09,4,2,3,One year,Bank transfer,1,Yes,No,0
39,100.51,3660.72,1,1,4,Month-to-month,Credit card,0,No,Yes,1
15,102.3,1422.81,2,0,0,One year,Bank transfer,0,No,Yes,0
29,113.27,2841.17,3,0,0,One year,Bank transfer,0,Yes,Yes,0
29,74.43,1839.89,1,1,20,Two year,Mailed check,0,No,No,0
32,40.03,1273.98,2,5,5,Month-to-month,Credit card,0,Yes,No,0
2,81.68,148.09,3,3,4,Month-to-month,Bank transfer,0,Yes,No,1
47,94.29,4167.87,3,4,1,Two year,Mailed check,0,Yes,Yes,0
22,93.79,1778.55,2,1,24,One year,Electronic check,0,No,No,1
27,72.14,1855.2,3,1,20,Two year,Electronic check,0,No,No,0
67,26.85,1780.75,1,2,26,Month-to-month,Mailed check,0,Yes,No,0
56,57.11,2994.6,4,0,26,One year,Electronic check,1,No,No,0
21,112.08,2045.15,1,1,4,One year,Electronic check,0,No,No,0
47,78.44,3455.37,3,1,25,Month-to-month,Mailed check,0,Yes,Yes,0
59,73.83,4203.3,1,1,8,One year,Electronic check,0,No,Yes,0
6,46.89,256.29,4,1,18,One year,Credit card,1,No,Yes,0
19,56.84,1060.49,3,2,20,Month-to-month,Mailed check,0,No,Yes,0
57,109.53,5914.21,3,3,14,Month-to-month,Bank transfer,0,No,Yes,0
69,86.65,5888.49,1,0,12,One year,Electronic check,1,Yes,Yes,0
3,98.74,279.49,2,1,11,Month-to-month,Electronic check,0,No,Yes,1
1,65.43,56.9,2,2,4,Two year,Mailed check,1,Yes,No,0
58,83.02,4316.57,3,1,1,Month-to-month,Credit card,0,No,No,1
38,44.84,1499.91,1,2,26,Month-to-month,Bank transfer,0,No,No,0
15,90.55,1339.67,4,1,3,Two year,Electronic check,0,Yes,Yes,0
34,62.76,2057.15,3,3,26,Two year,Bank transfer,0,No,Yes,0
61,64.25,3729.01,1,3,26,Month-to-month,Electronic check,0,No,Yes,0
35,84.93,2660.86,3,2,17,One year,Credit card,0,No,No,0
64,113.63,6382.24,2,0,20,Month-to-month,Credit card,0,Yes,No,1
25,26.4,635.89,2,1,9,Month-to-month,Bank transfer,0,No,Yes,0
24,102.47,2265.3,2,3,12,Month-to-month,Bank transfer,0,No,No,0
12,49.24,522.26,2,1,11,Month-to-month,Credit card,1,Yes,Yes,0
18,64.39,1092.37,3,1,1,Two year,Bank transfer,1,Yes,No,0
15,22.19,284.94,2,1,25,One year,Bank transfer,1,No,Yes,0
27,50.1,1215.98,2,2,14,Two year,Credit card,0,Yes,Yes,0
72,70.26,4655.46,3,2,13,One year,Bank transfer,0,Yes,No,0
60,25.62,1340.74,3,3,24,Month-to-month,Bank transfer,0,No,No,0
46,69.11,3171.74,1,1,9,One year,Credit card,0,No,No,1
17,112.71,1688.76,3,2,21,Two year,Bank transfer,0,No,No,0
53,30.54,1407.48,2,1,7,One year,Bank transfer,0,Yes,Yes,0
8,96.44,679.35,1,2,24,One year,Electronic check,1,No,Yes,0
27,60.97,1589.16,1,2,14,Two year,Mailed check,0,No,No,0
46,85.52,3594.92,2,2,12,Month-to-month,Electronic check,1,Yes,No,1
50,46.02,2151.0,3,0,7,One year,Mailed check,0,No,No,0
71,35.95,2177.63,2,1,20,Two year,Mailed check,0,No,Yes,0
3,36.05,92.49,3,0,20,Two year,Credit card,0,No,No,0
64,27.05,1587.29,1,1,21,Month-to-month,Bank transfer,0,No,Yes,0
44,38.56,1649.98,2,3,13,One year,Bank transfer,1,Yes,No,0
53,86.42,4501.41,4,2,0,One year,Electronic check,0,No,No,0
24,108.17,2240.43,3,1,12,Month-to-month,Credit card,0,No,No,0
60,101.41,5663.27,1,2,26,One year,Bank transfer,0,No,No,0
3,88.51,262.07,2,2,7,Month-to-month,Bank transfer,0,No,Yes,0
20,31.04,563.81,1,2,17,Month-to-month,Electronic check,0,Yes,Yes,0
46,48.92,2192.79,2,0,21,Month-to-month,Mailed check,0,Yes,No,0
15,50.98,665.33,3,1,29,One year,Bank transfer,0,Yes,Yes,0
25,45.0,1114.1,3,1,29,Month-to-month,Bank transfer,0,No,No,0
71,71.5,4887.22,1,1,8,Month-to-month,Credit card,0,Yes,No,1
17,73.56,1239.52,4,1,12,Month-to-month,Credit card,0,No,No,0
9,55.69,476.9,2,0,2,Month-to-month,Credit card,0,Yes,No,0
38,55.38,1903.49,2,0,17,Month-to-month,Bank transfer,0,No,No,0
48,102.86,4891.5,2,1,9,Month-to-month,Credit card,0,Yes,No,1
60,98.93,5290.79,2,1,4,One year,Credit card,0,No,Yes,0
63,50.78,2878.67,2,0,26,One year,Electronic check,0,No,No,1
2,111.38,212.76,2,3,24,Month-to-month,Mailed check,0,No,No,1
72,115.28,8007.97,2,2,5,Month-to-month,Electronic check,1,No,Yes,1
11,52.67,573.23,1,2,29,One year,Electronic check,0,Yes,No,0
64,55.44,3124.94,3,1,7,Month-to-month,Electronic check,0,Yes,No,0
72,70.56,4926.38,2,0,23,Two year,Electronic check,0,No,No,0
21,114.11,2302.33,1,2,6,One year,Bank transfer,0,No,Yes,0
18,107.63,1665.28,3,0,20,Month-to-month,Mailed check,0,Yes,No,0
64,30.26,1758.63,4,1,17,Month-to-month,Electronic check,0,No,Yes,0
38,59.27,2009.95,4,1,13,One year,Bank transfer,0,No,No,0
32,75.34,2159.36,2,2,14,Month-to-month,Credit card,0,Yes,No,0
11,70.31,771.43,1,1,9,Month-to-month,Credit card,0,Yes,No,0
45,39.39,1677.57,2,0,25,Month-to-month,Bank transfer,0,No,Yes,0
33,105.88,3346.07,1,2,20,One year,Mailed check,1,Yes,Yes,0
41,87.69,3582.68,4,0,11,One year,Electronic check,1,Yes,Yes,0
8,103.79,752.75,1,2,6,Month-to-month,Electronic check,1,Yes,Yes,0
11,105.88,1130.06,1,2,27,One year,Electronic check,0,Yes,No,0
51,94.84,4426.58,2,0,27,Month-to-month,Mailed check,0,No,No,0
41,63.92,2569.43,2,2,6,One year,Credit card,0,Yes,Yes,0
17,81.05,1208.51,3,1,10,Month-to-month,Electronic check,0,Yes,Yes,0
46,36.04,1644.83,2,1,12,One year,Electronic check,0,No,No,0
32,87.36,2467.93,1,0,14,Two year,Electronic check,0,Yes,No,0
54,37.93,1841.21,1,4,17,Month-to-month,Bank transfer,1,Yes,Yes,0
20,89.39,1722.42,2,2,6,Month-to-month,Mailed check,0,No,Yes,1
33,42.96,1288.76,1,3,5,Month-to-month,Mailed check,0,No,Yes,1
40,31.76,1195.74,2,2,22,Month-to-month,Electronic check,0,No,Yes,0
32,36.53,1071.57,2,3,10,Month-to-month,Mailed check,1,Yes,Yes,0
2,20.2,38.84,3,2,7,Two year,Electronic check,0,No,Yes,1
33,91.87,2680.79,4,0,19,Two year,Mailed check,0,No,No,0
30,93.24,2402.15,4,2,0,Month-to-month,Electronic check,0,No,No,0
33,71.49,2111.43,4,1,7,One year,Bank transfer,0,Yes,Yes,0
26,36.14,865.55,1,1,7,One year,Bank transfer,0,Yes,No,0
22,28.36,546.06,1,3,18,One year,Bank transfer,0,No,No,0
66,21.91,1306.11,2,0,2,Month-to-month,Mailed check,1,No,No,0
38,36.57,1264.59,3,3,4,Month-to-month,Mailed check,0,No,Yes,1
46,109.09,4308.62,4,2,29,Month-to-month,Electronic check,0,Yes,No,0
15,44.15,620.86,3,1,2,Month-to-month,Mailed check,0,Yes,No,1
44,55.43,2396.61,1,2,14,One year,Mailed check,1,No,Yes,0
49,30.53,1305.62,4,2,13,One year,Mailed check,1,No,No,0
61,42.24,2421.19,2,2,20,Month-to-month,Bank transfer,0,Yes,No,0
67,71.92,4576.31,1,0,14,Month-to-month,Credit card,1,Yes,No,0
6,80.78,442.46,2,1,23,Two year,Bank transfer,0,No,Yes,0
9,44.54,382.89,1,0,16,One year,Electronic check,0,No,Yes,1
